id	text	title
135	wall displays message , contents file , otherwise standard input , terminals currently logged users . command wrap lines longer 79 characters . Short lines whitespace padded 79 characters . command always put carriage return new line end line . superuser write terminals users chosen deny messages using program automatically denies messages . Reading file refused invoker superuser program set-user-ID	wall
136	gsettings offers simple commandline interface GSettings . lets get , set monitor individual key changes . SCHEMA KEY arguments required commands specify schema id name key operate . schema id may optionally : PATH suffix . Specifying path needed schema fixed path . setting key , also need specify VALUE format value serialized GVariant , e.g . string must include	gsettings
137	Examine wtmp btmp logs , /etc/shadow ( necessary ) /passwd output desired data . optional argument username forces lslogins print available details specified user . case output format different case -l -g unknown username reported error . default action list info users system .	lslogins
138	PhotoRec file data recovery software designed recover lost files including video , documents archives Hard Disks CDRom lost pictures ( Photo Recovery ) digital camera memory . PhotoRec ignores filesystem goes underlying data , 'll work even media 's filesystem severely damaged formatted . PhotoRec safe use , never attempt write drive memory support recover lost data . information use	photorec
139	maim ( make image ) utility takes screenshot desktop , encodes png , jpg , bmp webp image . default outputs encoded image data directly standard output .	maim
140	kpackagetool5 command line tool install , list , remove Plasma packages .	kpackagetool5
141	finch console-based modular messaging client based libpurple capable connecting XMPP , IRC , SILC , Novell GroupWise , Lotus Sametime , Zephyr , Gadu-Gadu , QQ . many common features found clients , well many unique features .	finch
142	ip rule manipulates rules routing policy database controls route selection algorithm . Classic routing algorithms used Internet make routing decisions based destination address packets ( theory , practice , TOS field ) . circumstances , want route packets differently depending destination addresses also packet fields : source address , IP protocol , transport protocol ports even packet payload . task	ip-rule
143	lrztar wrapper compressing decompressing whole directories lrzip ( 1 ) corresponding file `` DIRECTORY.tar.lrz '' . lrzuntar identical `` lrztar -d '' . lrztar takes options lrzip .	lrztar
144	dpkg medium-level tool install , build , remove manage Debian packages . primary user-friendly front-end dpkg dselect ( 8 ) . dpkg controlled entirely via command line parameters , consist exactly one action zero options . action-parameter tells dpkg options control behavior action way . dpkg also used front-end dpkg-deb . following dpkg-deb actions , encountered , dpkg runs dpkg-deb	dpkg
145	X1 ( input expression type REAL ) defines X user coordinate starting point line segment . Y1 ( input expression type REAL ) defines user coordinate starting point line segment . X2 ( input expression type REAL ) defines X user coordinate ending point line segment . Y2 ( input expression type REAL ) defines user coordinate ending point line	line
146	LRZIP file compression program designed particularly well large files containing long distance redundancy . lrztar wrapper LRZIP simplify compression decompression directories .	lrzip
147	watch runs command repeatedly , displaying output errors ( first screenfull ) . allows watch program output change time . default , command run every 2 seconds watch run interrupted .	watch
148	apt-mark used unified front-end set various settings package , marking package automatically/manually installed changing dpkg selections hold , install , deinstall purge respected e.g . apt-get dselect-upgrade aptitude .	apt-mark
149	dolphin intended competitor Konqueror , default KDE file manager : Konqueror acts universal viewer able show HTML pages , text documents , directories lot , whereas dolphin focuses file manager . approach allows optimize user interface task file management .	dolphin
150	ncdu ( NCurses Disk Usage ) curses-based version well-known 'du ' , provides fast way see directories using disk space .	ncdu
151	alternatives creates , removes , maintains displays information symbolic links comprising alternatives system . alternatives system reimplementation Debian alternatives system . rewritten primarily remove dependence perl ; intended drop replacement Debian 's update-dependencies script . man page slightly modified version man page Debian project . possible several programs fulfilling similar functions installed single system time . example , many systems	update-alternatives
